title,release_year,genre,vote_average,popularity,vote_count,original_language,cluster
Porno,2013,Drama,5.5,18.446,32,tl,6
Naruto: The Cross Roads,2009,Animation,6.2,18.445,15,ja,0
Cyborg X,2016,"Action, Horror, Science Fiction",5.8,18.445,53,en,2
Eyes Without a Face,1960,"Drama, Horror, Thriller",7.6,18.445,496,fr,7
Next,2007,"Action, Science Fiction, Thriller",6.0,18.445,2374,en,2
High Tension,2003,"Horror, Thriller, Mystery",6.7,18.433,971,fr,7
Bullet Head,2017,"Drama, Crime, Thriller",4.9,18.431,416,en,8
The Garden of Sinners: Future Gospel,2013,"Animation, Science Fiction",7.3,18.431,37,ja,2
2022 Tsunami,2009,Action,4.6,18.431,8,th,2
Spartacus,2004,"Action, Drama",6.8,18.425,52,en,1
The Professor and the Madman,2019,"History, Drama, Mystery, Thriller",7.2,18.423,838,en,4
The Sentinel,2006,"Action, Thriller, Crime",6.0,18.423,602,en,8
Greenberg,2010,"Comedy, Drama, Romance",5.8,18.422,430,en,9
Loving,2016,"Drama, Romance",6.7,18.419,784,en,6
Female Fight Squad,2017,Action,6.5,18.418,68,en,2
Paskal,2018,"Action, War",7.7,18.416,55,ms,2
Amazonia: The Catherine Miles Story,1985,"Adventure, Drama, Horror",6.2,18.416,117,it,5
Police Academy: Mission to Moscow,1994,"Comedy, Crime",4.5,18.415,629,en,3
The Boondock Saints,1999,"Action, Thriller, Crime",7.3,18.415,1872,en,8
The Powerpuff Girls Movie,2002,"Animation, Action, Family",6.6,18.413,214,en,0
Flowers in the Attic,2014,"Drama, Mystery, Thriller, TV Movie",6.6,18.412,299,en,4
Klute,1971,"Mystery, Thriller, Crime",6.8,18.412,284,en,8
Shaolin,2011,"Action, Drama",6.8,18.411,276,zh,1
Captain Underpants: Mega Blissmas,2020,"Animation, Family, Comedy",5.7,18.409,7,en,0
The Net,1995,"Crime, Drama, Mystery, Thriller, Action",5.9,18.408,1001,en,8
Before Sunrise,1995,"Drama, Romance",8.0,18.407,3088,en,6
The Librarian: Quest for the Spear,2004,"Adventure, Action, Fantasy",6.2,18.405,500,en,10
Diablo,2016,"Action, Adventure, Thriller, Western",4.8,18.404,136,en,10
Premium Rush,2012,"Crime, Action, Thriller",6.3,18.403,1727,en,8
The Promise,2016,"History, Romance, Drama",6.9,18.402,332,en,6
Flypaper,2011,"Mystery, Comedy, Crime",6.4,18.4,611,en,3
Beverly Hills Cop II,1987,"Action, Comedy, Crime",6.4,18.399,1823,en,3
Begin Again,2013,"Comedy, Music, Romance, Drama",7.2,18.393,3202,en,9
Beautiful Teacher in Torture Hell,1985,Horror,5.7,18.385,12,ja,5
"Spring, Summer, Fall, Winter... and Spring",2003,Drama,7.8,18.385,785,ko,6
Ricki and the Flash,2015,"Comedy, Drama, Music",5.8,18.382,620,en,3
42,2013,Drama,7.1,18.378,1449,en,6
A Grand Day Out,1990,"Animation, Comedy, Family",7.5,18.377,626,en,0
Risky Business,1983,"Comedy, Romance, Drama",6.5,18.374,959,en,9
Awake,2007,"Thriller, Crime, Mystery",6.4,18.372,1074,en,8
"Civil War (Or, Who Do We Think We Are)",2021,Documentary,2.0,18.371,1,en,3
Curse of the Golden Flower,2006,"Action, Drama, Fantasy",6.8,18.369,556,zh,1
Incoming,2018,"Action, Science Fiction, Thriller",4.5,18.362,60,en,2
Frantz,2016,"History, Drama, Romance",7.4,18.361,562,fr,6
Margin Call,2011,"Thriller, Drama",6.8,18.36,1300,en,4
A Trip to the Moon,1902,"Adventure, Fantasy, Science Fiction",8.0,18.356,1284,fr,11
Highlander: Endgame,2000,"Action, Fantasy",4.9,18.355,302,en,10
Mr. Smith Goes to Washington,1939,"Comedy, Drama",8.0,18.35,767,en,3
The Golden Child,1986,"Action, Adventure, Comedy, Fantasy, Mystery",5.9,18.346,832,en,10
Crazy Safari,1991,"Action, Comedy",5.0,18.345,29,cn,3
Iron Sky: The Coming Race,2019,"Action, Comedy, Fantasy, Science Fiction, Adventure",5.1,18.344,256,en,11
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,"Action, Adventure, Drama, Fantasy, Animation",7.4,18.344,245,ja,10
Christmas Under Wraps,2014,"TV Movie, Romance",5.8,18.343,134,en,9
...And Justice for All,1979,"Crime, Drama, Thriller",7.1,18.343,350,en,8
Sgt. Stubby: An American Hero,2018,"Animation, Adventure, Family, History, War",7.4,18.342,101,en,0
Daylight,1996,"Action, Adventure, Thriller",6.1,18.342,1197,en,10
So Close,2002,"Action, Thriller",6.8,18.34,173,cn,8
Escape from Planet Earth,2012,"Animation, Comedy, Adventure, Family, Science Fiction",5.7,18.338,622,en,0
Scooby-Doo! Music of the Vampire,2012,"Family, Animation, Mystery, Adventure, Comedy, Fantasy, Music",7.8,18.335,154,en,0
Set It Off,1996,"Crime, Drama, Thriller",7.2,18.333,256,en,8
Brotherhood of the Wolf,2001,"Adventure, Horror, Action, History",6.7,18.333,1144,fr,10
Rocketman,2019,"Music, Drama, History",7.4,18.332,3721,en,6
Grace Unplugged,2013,"Drama, Music",6.2,18.332,51,en,6
U-571,2000,"War, Drama, Action, Thriller",6.4,18.328,916,en,1
Fahrenheit 451,2018,"Drama, Science Fiction, Thriller",5.4,18.321,666,en,4
The Star,2017,"Comedy, Adventure, Family, Fantasy, Animation",6.1,18.32,417,en,0
House of Flying Daggers,2004,"Adventure, Drama, Action, Romance",7.3,18.319,1225,zh,1
Detective Conan: Magician of the Silver Sky,2004,"Animation, Mystery",6.9,18.317,100,ja,0
Revolutionary Road,2008,"Drama, Romance",7.0,18.317,3122,en,6
Rabid Dogs,2015,"Action, Drama, Thriller, Mystery",5.5,18.315,85,fr,1
"Dragon Ball: Fight Son Goku, Win Son Goku",1990,"Adventure, Comedy, Fantasy",4.0,18.309,5,ko,10
Babe: Pig in the City,1998,"Family, Adventure, Comedy, Drama, Fantasy",5.5,18.309,989,en,0
Burn After Reading,2008,"Comedy, Drama",6.6,18.307,3715,en,3
Sissi,1955,"Comedy, Drama, Romance",7.4,18.302,382,de,9
Army of One,2016,Comedy,5.3,18.301,219,en,3
The Wild Geese,1978,"Action, War",6.9,18.301,186,en,2
Lansky,2021,"Crime, Drama, Thriller",6.0,18.298,61,en,8
211,2018,"Crime, Action, Drama",5.4,18.298,344,en,1
Radius,2017,"Fantasy, Science Fiction, Thriller",6.6,18.298,453,en,4
A California Christmas: City Lights,2021,"Romance, Comedy, Drama",6.7,18.295,96,en,9
The Innocents,2021,"Thriller, Horror, Drama",6.8,18.293,58,no,7
Barbershop,2002,"Comedy, Drama",6.3,18.293,354,en,3
Night Watch,2004,"Fantasy, Action, Thriller",6.3,18.29,554,ru,8
Point Blank,2019,"Action, Thriller",6.1,18.289,430,en,8
Billy Madison,1995,Comedy,6.2,18.289,1257,en,3
Boys Don't Cry,1999,"Crime, Drama",7.5,18.289,1026,en,6
The Girl in the Fog,2017,"Crime, Thriller, Mystery",6.8,18.287,842,it,8
Wall Street,1987,"Crime, Drama",7.2,18.287,1599,en,6
Crocodile Dundee,1986,"Adventure, Comedy",6.4,18.287,1447,en,3
Throw Momma From the Train,1987,"Comedy, Crime",6.2,18.286,413,en,3
Love Live! The School Idol Movie,2015,"Animation, Music, Comedy",7.6,18.279,38,ja,3
Judgment at Nuremberg,1961,"Drama, History, War",8.1,18.278,550,en,6
Hard to Kill,1990,Action,5.9,18.276,458,en,2
Stitches,2012,Horror,6.4,18.275,321,en,5
Husk,2011,"Horror, Thriller",5.8,18.274,248,en,7
A Thousand and One Nights,1969,"Animation, Drama, Fantasy",6.8,18.273,32,ja,6
Loving Annabelle,2007,"Drama, Romance",6.4,18.272,207,en,6
Gangster No. 1,2000,"Action, Drama, Thriller",6.5,18.268,148,en,1
Sound of Metal,2020,"Drama, Music",7.8,18.267,1708,en,6
Offline: Are You Ready for the Next Level?,2016,"Action, Adventure, Comedy",5.5,18.267,72,de,10
Ghost in the Shell: The New Movie,2015,"Science Fiction, Animation",6.6,18.265,131,ja,2
Rumor Has It...,2005,Comedy,5.6,18.265,931,en,3
In the Name of the King: A Dungeon Siege Tale,2007,"Adventure, Fantasy, Action, Drama",4.6,18.263,634,en,10
The Silencing,2020,"Action, Thriller",6.5,18.261,353,en,8
Drumline,2002,"Drama, Romance, Comedy, Music",6.9,18.261,377,en,9
Made in Abyss: Dawn of the Deep Soul,2020,"Animation, Adventure, Fantasy, Mystery",8.0,18.258,94,ja,10
The Calm Beyond,2020,"Science Fiction, Thriller",6.0,18.254,4,cn,4
London Fields,2018,"Crime, Thriller",5.0,18.254,182,en,8
I Now Pronounce You Chuck & Larry,2007,"Comedy, Romance",6.0,18.254,1834,en,9
Kidnapping Stella,2019,Thriller,5.3,18.253,351,de,4
Hard Candy,2005,"Drama, Thriller",6.8,18.253,2054,en,4
Midnight Cowboy,1969,Drama,7.5,18.252,971,en,6
Wild at Heart,1990,"Comedy, Crime, Thriller",7.0,18.252,1203,en,8
Gangster Squad,2013,"Crime, Drama, Action, Thriller",6.3,18.247,3407,en,8
Bleed for This,2016,Drama,6.8,18.243,625,en,6
The Darker the Lake,2022,"Crime, Thriller, Mystery",0.0,18.242,0,en,8
War Machine,2017,"Comedy, Drama, War",5.6,18.236,906,en,3
Silkwood,1983,"Drama, Thriller",7.0,18.232,236,en,4
Grudge Match,2013,Comedy,6.0,18.231,1044,en,3
Never Sleep Again: The Elm Street Legacy,2010,Documentary,8.0,18.231,113,en,3
Star Trek: Insurrection,1998,"Science Fiction, Action, Adventure, Thriller",6.4,18.23,901,en,11
The Pirates! In an Adventure with Scientists!,2012,"Animation, Adventure, Family, Comedy",6.4,18.229,847,en,0
Mulan: Rise of a Warrior,2009,"Adventure, Drama, Action",7.5,18.229,340,zh,1
Tamayura: Graduation Photo Part 1 - Kizashi,2015,"Drama, Animation",6.2,18.226,5,ja,6
Super Monsters Furever Friends,2019,"Fantasy, Animation",6.2,18.224,9,en,0
Godzilla,1954,"Thriller, Horror, Science Fiction",7.6,18.223,643,ja,7
Slaughterhouse Rulez,2018,"Action, Comedy, Fantasy, Horror",5.6,18.221,315,en,5
The Bouncer,2018,"Action, Drama, Thriller",6.3,18.219,262,fr,1
Haunted Hospital: Heilstatten,2018,Horror,5.3,18.219,190,de,5
True Legend,2010,"Action, Fantasy",6.5,18.218,155,zh,10
Marvel Renaissance,2014,"Documentary, TV Movie",5.6,18.212,9,fr,3
The Wrestler,2008,"Drama, Romance",7.5,18.209,2852,en,6
The Long Kiss Goodnight,1996,"Crime, Action, Mystery, Thriller",6.6,18.208,892,en,8
Stuntman,2018,Documentary,6.5,18.207,14,en,3
Easy Rider,1969,"Adventure, Drama",7.1,18.207,1539,en,6
Joyeux Noel,2005,"Drama, War, Romance, History",7.4,18.206,683,fr,6
The Last Castle,2001,"Action, Drama, Thriller",7.1,18.202,923,en,1
Look Who's Back,2015,Comedy,6.8,18.2,1471,de,3
Death Note Relight 2: L's Successors,2009,"TV Movie, Thriller, Animation, Crime, Drama, Fantasy",7.3,18.198,100,ja,8
Time Freak,2018,"Science Fiction, Comedy, Romance",6.6,18.194,352,en,9
Blood: The Last Vampire,2000,"Animation, Fantasy, Horror",6.8,18.189,229,ja,5
The Way Way Back,2013,"Comedy, Drama",7.1,18.186,1413,en,3
Cannibal Ferox,1981,"Adventure, Horror",5.4,18.185,183,it,5
Little Nemo: Adventures in Slumberland,1989,"Adventure, Animation, Family, Fantasy",6.7,18.179,124,ja,0
Winnie the Pooh: A Very Merry Pooh Year,2002,"Animation, Family",6.8,18.177,134,en,0
Kidnapping Mr. Heineken,2015,"Drama, Action, Crime, Thriller, Mystery",6.0,18.176,511,en,8
Underdog,2007,"Family, Action, Adventure, Comedy, Fantasy",5.4,18.171,556,en,10
Hector and the Search for Happiness,2014,"Adventure, Drama, Comedy",6.7,18.17,689,en,3
The Wraith,1986,"Action, Science Fiction",6.3,18.169,320,en,2
Last Vegas,2013,Comedy,6.4,18.168,1808,en,3
Our House,2018,"Horror, Drama, Thriller",5.6,18.165,271,en,7
Space Chimps 2: Zartog Strikes Back,2010,"Animation, Family",4.6,18.164,80,en,0
Revenge of the Nerds II: Nerds in Paradise,1987,Comedy,5.6,18.162,198,en,3
Murder on the Orient Express,1974,"Drama, Thriller, Mystery",7.2,18.162,1005,en,4
Partysaurus Rex,2012,"Family, Animation, Comedy, Fantasy",7.2,18.159,358,en,0
Journey's End,2017,"War, Drama",6.2,18.155,217,en,6
Congo,1995,"Action, Adventure, Science Fiction",5.5,18.155,674,en,11
"Dude, Where's My Car?",2000,"Comedy, Science Fiction",5.5,18.153,1429,en,3
The Special,2020,"Horror, Comedy",5.9,18.152,19,en,5
Maya the Bee: The Honey Games,2018,"Comedy, Family, Animation, Adventure",6.8,18.152,43,en,0
Scooby-Doo! Adventures: The Mystery Map,2013,"Family, Comedy, Mystery, Animation",8.8,18.152,68,en,0
200 Pounds Beauty,2006,"Drama, Comedy, Romance",6.8,18.146,248,ko,9
It Comes at Night,2017,"Drama, Horror, Mystery",5.8,18.144,1899,en,5
Game of Death,1978,"Drama, Action, Thriller, Crime",6.4,18.144,481,cn,8
My Way,2011,"Drama, Action, History, War",8.0,18.139,279,ko,1
Kim Possible,2019,"Family, Action, Adventure, Comedy, TV Movie",5.5,18.133,211,en,10
The Secret of Moonacre,2008,"Adventure, Fantasy, Drama, Science Fiction, Romance, Family",6.5,18.131,369,en,11
The Physician,2013,"Adventure, Drama, History",7.3,18.126,880,en,6
Sandy Wexler,2017,Comedy,5.6,18.125,424,en,3
Isle of Dogs,2018,"Adventure, Comedy, Animation",7.9,18.12,3782,en,0
Patton,1970,"War, Drama, History",7.5,18.12,804,en,6
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,2014,"Action, Animation, Science Fiction, Crime",6.9,18.115,89,ja,2
Cannonball Run II,1984,"Action, Comedy",5.5,18.115,230,en,3
An American Crime,2007,"Crime, Drama",7.3,18.113,498,en,6
Demon Slayer,2003,"Comedy, Horror",7.4,18.112,9,en,5
Domino,2005,"Action, Crime",6.0,18.112,992,en,8
The Twilight Samurai,2002,"Drama, Romance, History",7.8,18.099,222,ja,6
Small Fry,2011,"Animation, Family, Comedy",6.9,18.097,429,en,0
When Dinosaurs Ruled the Earth,1970,"Adventure, Fantasy, Science Fiction",6.2,18.097,70,en,11
Sword Master,2016,Action,6.4,18.091,80,zh,2
Dark Desire,2012,"TV Movie, Crime, Mystery, Thriller",5.3,18.089,10,en,8
National Lampoon Presents Dorm Daze,2003,Comedy,5.0,18.086,109,en,3
Elizabeth: The Golden Age,2007,"Drama, History, Romance",6.7,18.086,999,en,6
The Longest Yard,1974,"Crime, Comedy, Drama",6.7,18.085,193,en,3
First Kill,2017,"Action, Thriller, Crime",5.7,18.084,449,en,8
The Guardian Brothers,2016,"Animation, Family, Fantasy",5.8,18.084,111,zh,0
Into the Inferno,2016,Documentary,7.1,18.082,148,en,3
The Devil Inside,2012,"Thriller, Horror",4.8,18.079,645,en,7
Tom and Jerry: A Nutcracker Tale,2007,"Animation, Family, Comedy",6.9,18.075,96,en,0
The Three Musketeers,1993,"Action, Adventure, Comedy",6.4,18.075,730,en,10
Star Trek V: The Final Frontier,1989,"Science Fiction, Action, Adventure, Thriller",5.7,18.075,883,en,11
Five Nights at Freddy's: The Fan Movie,2017,"Horror, Thriller",4.3,18.072,3,en,7
Maverick,1994,"Action, Adventure, Comedy, Drama, Western",6.8,18.069,1190,en,1
A Perfect Murder,1998,"Crime, Thriller, Drama",6.5,18.066,1050,en,8
The Bad Batch,2017,"Drama, Horror, Science Fiction",5.2,18.062,845,en,5
Dope,2015,"Crime, Drama, Comedy",7.1,18.06,1226,en,3
Black Knight,2001,"Comedy, Fantasy, Adventure",5.4,18.06,877,en,10
Cosmic Sex,2015,"Drama, Romance",5.3,18.059,18,bn,6
Along Came Polly,2004,"Comedy, Romance",6.0,18.055,2346,en,9
Buffy the Vampire Slayer,1992,"Action, Comedy, Horror",5.6,18.053,602,en,5
Kill Chain,2020,Thriller,5.3,18.049,95,en,4
Blindness,2008,"Drama, Mystery, Science Fiction, Thriller",6.5,18.044,1022,en,4
The Beast,1975,"Horror, Drama, Fantasy",5.5,18.04,110,fr,5
Belzebuth,2019,"Horror, Fantasy",6.7,18.037,123,es,5
Leaving Las Vegas,1995,"Drama, Romance",7.2,18.036,1045,en,6
The Astronaut's Wife,1999,"Drama, Science Fiction, Thriller",5.6,18.034,720,en,4
Soldier Boy,2019,"War, Drama",8.1,18.031,5,ru,6
Lean on Pete,2018,"Drama, Adventure",6.9,18.031,253,en,6
The Purity of Vengeance,2018,"Crime, Thriller, Mystery, Drama",7.2,18.024,341,da,8
Journey to the West: The Demons Strike Back,2017,"Adventure, Fantasy, Action",6.1,18.024,60,zh,10
Thoroughbred,2016,Thriller,6.6,18.024,10,es,4
Sheep & Wolves,2016,"Adventure, Animation, Comedy, Family, Fantasy, Romance",6.1,18.021,95,ru,0
Honey: Rise Up and Dance,2018,"Music, Drama",7.0,18.02,73,en,6
Gasoline Alley,2022,"Thriller, Crime, Mystery",4.9,18.018,12,en,8
Ella Bella Bingo,2020,"Animation, Family",6.5,18.018,52,no,0
Ju-on: The Grudge 2,2003,"Horror, Thriller",6.3,18.018,227,ja,7
Lucy and Desi,2022,Documentary,7.8,18.016,6,en,3
The Hole in the Ground,2019,Horror,5.6,18.016,519,en,5
Driven,2019,"Thriller, History",6.3,18.015,148,en,4
The Messengers,2007,"Mystery, Thriller, Horror",5.7,18.015,637,en,7
Barely Legal,2005,Comedy,6.2,18.014,223,en,3
The Bridges of Madison County,1995,"Drama, Romance",7.7,18.014,1631,en,6
The Lazarus Effect,2015,"Horror, Thriller, Mystery, Science Fiction",5.2,18.012,1174,en,7
Dark Waters,2019,"Drama, Thriller, History",7.5,18.011,1441,en,4
Ben & Jody,2022,"Action, Adventure",6.5,18.01,3,en,10
Operation Hyacinth,2021,Thriller,6.7,18.009,30,pl,4
Invasion: Planet Earth,2019,"Action, Adventure, Science Fiction",5.5,18.005,71,en,11
Critters 3,1991,"Comedy, Horror, Science Fiction",5.1,18.003,258,en,5
Day of the Dead,1985,"Horror, Thriller",7.0,18.003,900,en,7
Hercules in New York,1970,Comedy,4.1,18.0,205,en,3
The Guilty,2018,"Drama, Thriller",7.3,17.99,1287,da,4
Ragnarok,2013,"Action, Adventure",5.6,17.988,167,no,10
Detective Conan: Crossroad in the Ancient Capital,2003,"Mystery, Animation",7.0,17.985,101,ja,0
Dragon Wars,2007,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",4.5,17.984,300,ko,7
Breaking Surface,2020,"Thriller, Drama, Action",6.7,17.981,273,sv,1
The Borrowers,1997,"Adventure, Fantasy, Action, Comedy, Family",6.0,17.975,383,en,10
Johnny Mnemonic,1995,"Science Fiction, Thriller, Adventure, Action, Drama",5.7,17.972,1018,en,11
Glory,1989,"Drama, History, War",7.5,17.97,1188,en,6
Apollo 10½:  A Space Age Childhood,2022,"Adventure, Animation, Comedy",0.0,17.968,0,en,0
Dark Angel,1990,"Action, Thriller, Science Fiction, Crime, Horror",6.0,17.968,203,en,8
We Die Young,2019,"Drama, Action, Crime, Thriller",6.9,17.966,216,en,8
Wild Rose,2019,"Music, Comedy, Drama",6.8,17.965,241,en,3
Puella Magi Madoka Magica the Movie Part I: Beginnings,2012,"Thriller, Animation, Fantasy",7.5,17.965,84,ja,4
Mickey's Twice Upon a Christmas,2004,"Animation, Family",7.1,17.965,312,en,0
Balto III: Wings of Change,2004,"Family, Adventure, Animation",6.7,17.962,276,en,0
The Gendarme and the Gendarmettes,1982,Comedy,6.0,17.959,429,fr,3
The Pool,2018,"Thriller, Horror",5.8,17.958,161,th,7
Life of Crime,2013,"Comedy, Crime",5.7,17.958,309,en,3
The Back-Up Plan,2010,"Comedy, Romance",6.1,17.956,1196,en,9
El Angel,2018,"Drama, Crime",7.4,17.955,447,es,6
The Marine 2,2009,Action,6.1,17.952,160,en,2
Call of Heroes,2016,"Adventure, Action",6.4,17.951,60,cn,10
Mickey Blue Eyes,1999,"Comedy, Crime, Romance",5.6,17.949,436,en,9
Kids,1995,"Drama, Crime",6.9,17.948,830,en,6
Show Dogs,2018,"Adventure, Crime, Family, Comedy",6.0,17.946,196,en,0
Another Gay Movie,2006,"Comedy, Romance",6.0,17.94,143,en,9
Adventures of Arsène Lupin,2004,"Romance, Action, Adventure, Crime, Mystery",5.2,17.94,273,fr,10
Mutiny on the Bounty,1962,"Adventure, Drama, History",7.0,17.94,214,en,6
100 Things,2018,Comedy,6.7,17.938,200,de,3
Open Water 2: Adrift,2006,"Drama, Horror, Thriller",5.5,17.937,547,en,7
Help! I'm a Fish,2000,"Adventure, Animation, Comedy",6.7,17.936,302,da,0
Last Holiday,2006,"Adventure, Comedy, Drama",7.0,17.933,517,en,3
Unstable Fables: 3 Pigs & a Baby,2008,"Family, Animation, Comedy",6.0,17.932,43,en,0
Almost Friends,2017,"Drama, Comedy",6.5,17.931,213,en,3
Glass Houses,2020,"Thriller, TV Movie",6.1,17.928,9,en,4
The Keeper of Lost Causes,2013,"Thriller, Mystery, Crime",7.1,17.926,561,da,8
The Pink Panther 2,2009,"Comedy, Mystery",5.7,17.925,899,en,3
Awake,2019,Thriller,5.2,17.924,91,en,4
Hellraiser III: Hell on Earth,1992,Horror,5.6,17.924,521,en,5
Around the World in Eighty Days,1956,"Adventure, Comedy, Family, Fantasy, Romance",6.7,17.922,349,en,0
3 Days to Kill,2014,"Action, Drama, Thriller",6.1,17.92,1783,en,1
Power Rangers Super Megaforce: The Legendary Battle,2015,"Action, Adventure, Science Fiction",6.9,17.913,19,en,11
Becoming,2020,"Science Fiction, Drama, Thriller, Horror",5.5,17.908,46,en,7
2-Headed Shark Attack,2012,"Horror, Action, Thriller, Science Fiction",4.1,17.907,182,en,2
Eraserhead,1977,"Fantasy, Horror",7.5,17.903,1843,en,5
Jackie,2016,Drama,6.4,17.902,2003,en,6
Heart of Batman,2018,Documentary,4.0,17.894,2,en,3
Silenced,2011,Drama,8.2,17.894,341,ko,6
The Current War,2017,"Drama, History",6.6,17.893,817,en,6
Salma's Big Wish,2019,"Animation, Family, Fantasy",6.9,17.893,104,es,0
Navy Seals vs. Zombies,2015,"Horror, Action",4.6,17.889,125,en,5
Gabriel,2007,"Fantasy, Horror, Action, Science Fiction",6.0,17.886,327,en,2
Three Colors: White,1994,"Comedy, Drama, Mystery",7.5,17.88,832,fr,3
Beyond the Edge,2018,"Adventure, Fantasy, Action",5.6,17.879,126,ru,10
"Good Morning, Vietnam",1987,"Comedy, Drama, War",7.4,17.878,2051,en,3
God of War,2017,"Action, History",5.8,17.876,52,zh,2
Milk Money,1994,"Comedy, Romance",6.3,17.874,205,en,9
Bullitt,1968,"Action, Crime, Drama, Thriller",7.2,17.873,795,en,8
Cardcaptor Sakura: The Sealed Card,2000,"Comedy, Animation, Adventure, Fantasy, Romance, Action",8.2,17.869,138,ja,10
The Killer,1989,"Action, Crime, Drama, Thriller",7.7,17.865,536,cn,8
Five Children and It,2004,"Adventure, Fantasy, Drama, Science Fiction, Family",5.5,17.864,186,en,11
Run the Tide,2016,Drama,5.7,17.862,44,en,6
A Ghost Story,2017,"Drama, Fantasy",7.1,17.861,1831,en,6
Inside,2007,Horror,6.7,17.861,555,fr,5
Cinderella and the Secret Prince,2018,"Animation, Adventure, Family, Fantasy",6.8,17.859,48,en,0
Play or Die,2019,"Horror, Mystery",5.5,17.858,122,en,5
Rape Zombie: Lust of the Dead,2012,"Comedy, Horror",6.2,17.858,104,ja,5
The Cabinet of Dr. Caligari,1920,"Drama, Horror, Thriller, Crime",8.0,17.858,1075,de,7
The Show,2021,"Drama, Fantasy, Mystery",5.7,17.848,18,en,6
JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,2017,"Action, Adventure, Fantasy, Thriller",7.0,17.846,59,ja,10
The Land Before Time IV: Journey Through the Mists,1996,"Animation, Adventure, Family",6.2,17.846,274,en,0
Reindeer Games,2000,"Thriller, Action, Crime, Drama",5.6,17.846,496,en,8
Win a Date with Tad Hamilton!,2004,"Comedy, Romance",5.7,17.842,420,en,9
A Royal Winter,2017,"TV Movie, Romance",7.2,17.839,140,en,9
Madea's Big Happy Family,2011,"Comedy, Drama",6.9,17.836,112,en,3
Blade Runner: Black Out 2022,2017,"Action, Animation, Science Fiction",7.3,17.835,273,en,2
